timestamp,close
2024-01-01 00:00:00,101.2118
2024-01-01 01:00:00,100.1985
2024-01-01 02:00:00,99.4131
2024-01-01 03:00:00,99.8813
2024-01-01 04:00:00,100.0086
2024-01-01 05:00:00,99.9232
2024-01-01 06:00:00,99.9593
2024-01-01 07:00:00,100.1927
2024-01-01 08:00:00,99.8933
2024-01-01 09:00:00,99.4518
2024-01-01 10:00:00,99.5935
2024-01-01 11:00:00,99.0338
2024-01-01 12:00:00,99.3011
2024-01-01 13:00:00,98.3115
2024-01-01 14:00:00,98.9432
2024-01-01 15:00:00,99.2485
2024-01-01 16:00:00,99.4257
2024-01-01 17:00:00,100.0368
2024-01-01 18:00:00,101.0615
2024-01-01 19:00:00,101.7018
2024-01-01 20:00:00,100.6039
2024-01-01 21:00:00,99.8567
2024-01-01 22:00:00,99.5073
2024-01-01 23:00:00,99.5478
2024-01-02 00:00:00,99.8819
2024-01-02 01:00:00,99.4719
2024-01-02 02:00:00,99.6082
2024-01-02 03:00:00,99.1817
2024-01-02 04:00:00,98.8426
2024-01-02 05:00:00,98.0331
2024-01-02 06:00:00,97.5145
2024-01-02 07:00:00,96.748
2024-01-02 08:00:00,96.2057
2024-01-02 09:00:00,96.838
2024-01-02 10:00:00,96.3106
2024-01-02 11:00:00,97.8558
2024-01-02 12:00:00,98.1699
2024-01-02 13:00:00,98.3033
2024-01-02 14:00:00,97.8216
2024-01-02 15:00:00,98.2571
2024-01-02 16:00:00,97.9423
2024-01-02 17:00:00,98.0385
2024-01-02 18:00:00,99.5689
2024-01-02 19:00:00,99.5364
2024-01-02 20:00:00,100.2477
2024-01-02 21:00:00,99.8498
2024-01-02 22:00:00,99.8538
2024-01-02 23:00:00,100.9397
2024-01-03 00:00:00,100.5852
2024-01-03 01:00:00,101.7042
2024-01-03 02:00:00,102.1615
2024-01-03 03:00:00,101.8423
2024-01-03 04:00:00,102.2542
2024-01-03 05:00:00,102.8764
2024-01-03 06:00:00,103.286
2024-01-03 07:00:00,102.3387
2024-01-03 08:00:00,101.9178
2024-01-03 09:00:00,101.7919
2024-01-03 10:00:00,101.7719
2024-01-03 11:00:00,102.1763
2024-01-03 12:00:00,102.3108
2024-01-03 13:00:00,101.5167
2024-01-03 14:00:00,101.7736
2024-01-03 15:00:00,102.1719
2024-01-03 16:00:00,102.5406
2024-01-03 17:00:00,103.2312
2024-01-03 18:00:00,103.7736
2024-01-03 19:00:00,104.0854
2024-01-03 20:00:00,104.0676
2024-01-03 21:00:00,103.0565
2024-01-03 22:00:00,103.3479
2024-01-03 23:00:00,103.5025
2024-01-04 00:00:00,103.6971
2024-01-04 01:00:00,102.9286
2024-01-04 02:00:00,102.2867
2024-01-04 03:00:00,102.9586
2024-01-04 04:00:00,102.9599
2024-01-04 05:00:00,103.4067
2024-01-04 06:00:00,103.4501
2024-01-04 07:00:00,103.4944
2024-01-04 08:00:00,104.103
2024-01-04 09:00:00,103.8067
2024-01-04 10:00:00,103.8925
2024-01-04 11:00:00,103.6303
2024-01-04 12:00:00,103.386
2024-01-04 13:00:00,103.2201
2024-01-04 14:00:00,103.3835
2024-01-04 15:00:00,103.1123
2024-01-04 16:00:00,103.915
2024-01-04 17:00:00,103.3832
2024-01-04 18:00:00,103.2932
2024-01-04 19:00:00,103.0465
2024-01-04 20:00:00,103.9669
2024-01-04 21:00:00,104.1155
2024-01-04 22:00:00,104.7861
2024-01-04 23:00:00,103.8783
2024-01-05 00:00:00,104.0707
2024-01-05 01:00:00,104.6522
2024-01-05 02:00:00,104.73
2024-01-05 03:00:00,105.4257
2024-01-05 04:00:00,105.1249
2024-01-05 05:00:00,106.0401
2024-01-05 06:00:00,107.5293
2024-01-05 07:00:00,107.3221
2024-01-05 08:00:00,107.062
2024-01-05 09:00:00,108.0224
2024-01-05 10:00:00,109.0732
2024-01-05 11:00:00,108.7583
2024-01-05 12:00:00,108.5113
2024-01-05 13:00:00,108.3549
2024-01-05 14:00:00,107.508
2024-01-05 15:00:00,106.9423
2024-01-05 16:00:00,106.3247
2024-01-05 17:00:00,105.8615
2024-01-05 18:00:00,105.8659
2024-01-05 19:00:00,106.0411
2024-01-05 20:00:00,107.0541
2024-01-05 21:00:00,106.4396
2024-01-05 22:00:00,107.0949
2024-01-05 23:00:00,106.9841
2024-01-06 00:00:00,106.9791
2024-01-06 01:00:00,107.439
2024-01-06 02:00:00,106.7421
2024-01-06 03:00:00,107.0137
2024-01-06 04:00:00,107.1474
2024-01-06 05:00:00,107.4907
2024-01-06 06:00:00,107.7041
2024-01-06 07:00:00,109.3177
2024-01-06 08:00:00,108.9268
2024-01-06 09:00:00,108.6069
2024-01-06 10:00:00,108.228
2024-01-06 11:00:00,107.8944
2024-01-06 12:00:00,107.5087
2024-01-06 13:00:00,108.3026
2024-01-06 14:00:00,109.2527
2024-01-06 15:00:00,108.9059
2024-01-06 16:00:00,108.3892
2024-01-06 17:00:00,108.7229
2024-01-06 18:00:00,108.3899
2024-01-06 19:00:00,108.8286
2024-01-06 20:00:00,108.9883
2024-01-06 21:00:00,108.0243
2024-01-06 22:00:00,109.0544
2024-01-06 23:00:00,110.2567
2024-01-07 00:00:00,109.8789
2024-01-07 01:00:00,109.6508
2024-01-07 02:00:00,109.8662
2024-01-07 03:00:00,110.1142
2024-01-07 04:00:00,110.5768
2024-01-07 05:00:00,111.9381
2024-01-07 06:00:00,111.8473
2024-01-07 07:00:00,111.3395
2024-01-07 08:00:00,110.4459
2024-01-07 09:00:00,109.9892
2024-01-07 10:00:00,109.9948
2024-01-07 11:00:00,111.2067
2024-01-07 12:00:00,110.8891
2024-01-07 13:00:00,111.0657
2024-01-07 14:00:00,111.0825
2024-01-07 15:00:00,111.9023
2024-01-07 16:00:00,113.6269
2024-01-07 17:00:00,113.2934
2024-01-07 18:00:00,112.989
2024-01-07 19:00:00,113.7252
2024-01-07 20:00:00,114.2189
2024-01-07 21:00:00,115.513
2024-01-07 22:00:00,115.9466
2024-01-07 23:00:00,115.7256
2024-01-08 00:00:00,116.1647
2024-01-08 01:00:00,116.9665
2024-01-08 02:00:00,117.5715
2024-01-08 03:00:00,117.9588
2024-01-08 04:00:00,118.7432
2024-01-08 05:00:00,119.606
2024-01-08 06:00:00,120.6278
2024-01-08 07:00:00,121.1274
2024-01-08 08:00:00,121.0363
2024-01-08 09:00:00,121.1731
2024-01-08 10:00:00,122.0805
2024-01-08 11:00:00,121.5127
2024-01-08 12:00:00,121.8285
2024-01-08 13:00:00,121.4025
2024-01-08 14:00:00,121.3879
2024-01-08 15:00:00,122.587
2024-01-08 16:00:00,122.7315
2024-01-08 17:00:00,122.7341
2024-01-08 18:00:00,121.3559
2024-01-08 19:00:00,122.038
2024-01-08 20:00:00,122.6254
2024-01-08 21:00:00,124.7047
2024-01-08 22:00:00,124.354
2024-01-08 23:00:00,124.5285
2024-01-09 00:00:00,124.7333
2024-01-09 01:00:00,126.2638
2024-01-09 02:00:00,126.1233
2024-01-09 03:00:00,126.3607
2024-01-09 04:00:00,126.931
2024-01-09 05:00:00,127.0761
2024-01-09 06:00:00,126.5777
2024-01-09 07:00:00,126.73
2024-01-09 08:00:00,127.7741
2024-01-09 09:00:00,126.6801
2024-01-09 10:00:00,126.7705
2024-01-09 11:00:00,126.0161
2024-01-09 12:00:00,127.1768
2024-01-09 13:00:00,125.5825
2024-01-09 14:00:00,124.9771
2024-01-09 15:00:00,125.3105
2024-01-09 16:00:00,126.836
2024-01-09 17:00:00,126.7249
2024-01-09 18:00:00,126.1177
2024-01-09 19:00:00,127.9715
2024-01-09 20:00:00,126.4443
2024-01-09 21:00:00,124.1758
2024-01-09 22:00:00,124.5695
2024-01-09 23:00:00,124.0256
2024-01-10 00:00:00,122.9689
2024-01-10 01:00:00,123.6227
2024-01-10 02:00:00,123.8205
2024-01-10 03:00:00,123.2184
2024-01-10 04:00:00,121.9133
2024-01-10 05:00:00,122.7215
2024-01-10 06:00:00,123.3169
2024-01-10 07:00:00,123.1759
2024-01-10 08:00:00,124.9525
2024-01-10 09:00:00,123.8391
2024-01-10 10:00:00,122.2844
2024-01-10 11:00:00,121.5647
2024-01-10 12:00:00,121.4778
2024-01-10 13:00:00,121.6718
2024-01-10 14:00:00,121.3944
